0;0;0;0;land;false;unknown;0
1;128;113;111;land;false;plains;1
2;231;158;230;land;false;plains;1
3;174;229;99;land;false;plains;1
4;223;204;235;land;true;plains;1
5;25;239;251;land;false;plains;1
6;157;228;210;land;true;plains;1
7;223;150;171;land;false;plains;1
8;226;181;207;land;false;plains;1
9;251;246;192;land;false;plains;1
10;151;170;181;land;false;plains;1
11;250;163;119;land;false;plains;1
12;210;199;228;land;false;plains;1
13;163;208;207;land;false;plains;1
14;154;242;188;land;false;plains;1
15;226;167;116;land;false;plains;1
16;155;211;137;land;false;plains;1
17;246;52;218;land;false;plains;1
18;204;124;175;land;false;plains;1
19;248;34;242;land;false;plains;1
20;238;88;201;land;false;plains;1
21;223;194;140;land;false;plains;1
22;206;130;244;land;false;plains;1
23;189;217;184;land;false;plains;1
24;254;40;244;land;false;plains;1
25;186;189;176;land;false;plains;1
26;249;87;187;land;false;plains;1
27;35;253;238;land;false;plains;1
28;241;154;224;land;false;plains;1
29;129;239;202;land;false;plains;1
30;246;218;90;land;true;plains;1
31;210;96;245;land;true;plains;1
32;68;251;213;land;true;plains;1
33;182;220;139;land;true;plains;1
34;125;250;200;land;false;plains;1
35;164;229;108;land;false;plains;1
36;229;212;84;land;false;plains;1
37;14;246;253;land;true;plains;1
38;229;196;241;land;false;plains;1
39;244;137;245;land;true;plains;1
40;235;58;227;land;false;plains;1
41;241;113;252;land;false;plains;1
42;132;238;153;land;false;plains;1
43;217;238;237;land;true;plains;1
44;140;158;219;land;false;plains;1
45;188;243;141;land;false;plains;1
46;247;55;245;land;false;plains;1
47;145;253;165;land;false;plains;1
48;184;239;104;land;false;plains;1
49;242;218;175;land;false;plains;1
50;180;249;162;land;false;plains;1
51;73;203;251;land;false;plains;1
52;178;224;235;land;false;plains;1
53;187;242;130;land;false;plains;1
54;199;116;207;land;false;plains;1
55;189;217;246;land;false;plains;1
56;215;190;148;land;false;plains;1
57;124;169;244;land;false;plains;1
58;119;217;184;land;false;plains;1
59;140;244;178;land;false;plains;1
60;101;246;232;land;false;plains;1
61;88;252;210;land;false;plains;1
62;180;247;244;land;false;plains;1
63;178;253;105;land;false;plains;1
64;143;231;153;land;false;plains;1
65;244;249;43;land;false;plains;1
66;234;191;143;land;false;plains;1
67;121;214;195;land;false;plains;1
68;183;87;240;land;false;plains;1
69;190;213;111;land;false;plains;1
70;169;106;239;land;false;plains;1
71;214;198;164;land;false;plains;1
72;193;178;211;land;false;plains;1
73;240;137;193;land;false;plains;1
74;133;221;192;land;true;plains;1
75;123;227;198;land;true;plains;1
76;238;194;142;land;false;plains;1
77;175;173;189;land;false;plains;1
78;166;177;164;land;false;plains;1
79;207;225;138;land;false;plains;1
80;105;225;226;land;false;plains;1
81;44;252;247;land;false;plains;1
82;63;243;222;land;false;plains;1
83;161;154;229;land;false;plains;1
84;184;203;206;land;true;plains;1
85;162;236;164;land;false;plains;1
86;225;150;217;land;true;plains;1
87;198;184;247;land;false;plains;1
88;148;208;163;land;false;plains;1
89;188;243;246;land;false;plains;1
90;148;211;153;land;false;plains;1
91;162;221;136;land;false;plains;1
92;206;235;167;land;false;plains;1
93;103;197;242;land;false;plains;1
94;123;182;217;land;false;plains;1
95;205;225;188;land;false;plains;1
96;154;209;232;land;false;plains;1
97;205;236;150;land;false;plains;1
98;178;126;243;land;false;plains;1
99;242;234;77;land;false;plains;1
100;252;204;224;land;false;plains;1
101;203;206;221;land;false;plains;1
102;219;152;234;land;false;plains;1
103;156;250;206;land;false;plains;1
104;133;221;180;land;false;plains;1
105;85;243;193;land;false;plains;1
106;117;185;233;land;false;plains;1
107;185;149;204;land;false;plains;1
108;228;231;133;land;false;plains;1
109;232;199;177;land;false;plains;1
110;198;133;229;land;false;plains;1
111;189;193;141;land;false;plains;1
112;183;227;222;land;false;plains;1
113;225;249;74;land;false;plains;1
114;235;199;140;land;false;plains;1
115;175;141;254;land;false;plains;1
116;224;165;254;land;false;plains;1
117;155;229;211;land;false;plains;1
118;221;143;149;land;false;plains;1
119;248;137;205;land;false;plains;1
120;192;181;140;land;true;plains;1
121;219;119;220;land;true;plains;1
122;247;192;244;land;false;plains;1
123;245;182;246;land;false;plains;1
124;162;226;244;land;false;plains;1
125;254;241;118;land;false;plains;1
126;111;226;200;land;false;plains;1
127;72;224;222;land;false;plains;1
128;184;182;238;land;false;plains;1
129;219;232;91;land;false;plains;1
