0;0;0;0;land;false;unknown;0
1;202;128;183;land;false;hills;1
2;128;237;244;land;false;plains;1
3;162;208;139;land;false;jungle;1
4;227;95;243;land;false;plains;1
5;159;209;254;land;false;jungle;1
6;160;196;160;land;true;plains;1
7;236;127;203;land;false;jungle;1
8;240;122;139;land;false;hills;1
9;220;141;183;land;false;plains;1
10;160;136;234;land;false;plains;1
11;76;231;237;land;false;plains;1
12;187;232;193;land;false;plains;1
13;189;118;214;land;false;plains;1
14;117;246;204;land;false;plains;1
15;188;248;109;land;false;plains;1
16;176;242;191;land;false;hills;1
17;231;168;214;land;false;plains;1
18;216;153;207;land;false;plains;1
19;240;168;225;land;false;hills;1
20;192;162;158;land;false;hills;1
21;248;197;233;land;false;plains;1
22;204;189;121;land;false;plains;1
23;233;219;63;land;false;plains;1
24;183;245;100;land;false;jungle;1
25;109;148;250;land;false;jungle;1
26;208;214;156;land;false;jungle;1
27;145;131;234;land;false;jungle;1
28;230;203;119;land;false;plains;1
29;232;239;210;land;false;plains;1
30;197;158;194;land;false;plains;1
31;220;254;205;land;false;plains;1
32;184;122;242;land;false;plains;1
33;93;238;221;land;true;plains;1
34;173;142;226;land;false;mountain;1
35;192;116;214;land;true;jungle;1
36;163;230;135;land;false;plains;1
37;245;172;175;land;false;plains;1
38;241;254;106;land;false;hills;1
39;217;164;216;land;false;plains;1
40;241;209;161;land;true;plains;1
41;205;230;234;land;false;plains;1
42;234;200;228;land;true;hills;1
43;213;135;228;land;true;plains;1
44;180;227;127;land;true;plains;1
45;239;209;216;land;false;plains;1
46;162;248;250;land;false;hills;1
47;184;176;143;land;false;plains;1
48;215;68;218;land;false;jungle;1
49;201;112;253;land;false;hills;1
50;245;113;253;land;false;plains;1
51;224;223;242;land;false;hills;1
52;196;199;188;land;false;jungle;1
53;224;235;180;land;false;plains;1
54;219;76;218;land;false;hills;1
55;220;250;96;land;false;plains;1
56;155;161;240;land;true;plains;1
57;145;232;184;land;false;plains;1
58;205;212;143;land;false;plains;1
59;190;178;196;land;false;hills;1
60;85;162;254;land;false;jungle;1
61;110;220;241;land;false;plains;1
62;189;122;221;land;false;plains;1
63;203;203;224;land;false;plains;1
64;239;246;210;land;false;plains;1
65;54;234;247;land;false;jungle;1
66;103;222;210;land;false;jungle;1
67;203;208;103;land;false;plains;1
68;186;244;200;land;false;plains;1
69;219;137;186;land;false;plains;1
70;99;227;227;land;false;jungle;1
71;221;67;252;land;false;jungle;1
72;216;241;207;land;false;plains;1
73;239;145;239;land;false;plains;1
74;171;177;244;land;false;hills;1
75;184;171;215;land;false;jungle;1
76;116;217;242;land;false;plains;1
77;213;240;152;land;false;plains;1
78;162;218;243;land;false;hills;1
79;165;121;238;land;false;plains;1
80;223;138;142;land;false;hills;1
81;201;114;215;land;false;jungle;1
82;158;167;247;land;false;plains;1
83;89;236;229;land;true;plains;1
84;246;132;141;land;false;plains;1
85;218;126;239;land;false;plains;1
86;243;232;195;land;false;plains;1
87;110;208;221;land;false;hills;1
88;181;233;210;land;false;plains;1
89;233;174;109;land;false;plains;1
90;159;149;230;land;false;plains;1
91;208;113;233;land;false;jungle;1
92;224;52;241;land;false;hills;1
93;68;244;251;land;false;jungle;1
94;187;213;206;land;false;hills;1
95;141;190;235;land;false;plains;1
96;249;219;192;land;false;plains;1
97;244;210;136;land;false;jungle;1
98;128;191;199;land;false;plains;1
